date,country,confirmed,deaths,recovered,active
2020-11-13,Japan,555712,5039,386220,164453
2021-10-04,USA,505,12,259,234
2012-11-08,South Korea,94376,728,86738,6910
2006-10-05,Thailand,1714709,16078,1597018,101613
2021-02-01,Indonesia,754010,18940,498024,237046
2012-01-21,Bangladesh,606999,12716,404305,189978
2007-07-06,Mexico,914607,16355,828687,69565
2011-02-20,Malaysia,1934374,14012,1670148,250214
2006-07-03,Pakistan,536111,9663,340251,186197
2008-01-15,USA,1621755,39214,1139177,443364
2018-01-20,France,39060,511,26978,11571
2021-05-06,Spain,1555662,11563,1174428,369671
2017-12-04,Brazil,296844,7318,197574,91952
2003-11-30,India,1623448,27411,1352003,244034
2020-12-20,Pakistan,1944464,5491,1052774,886199
2006-06-14,Turkey,1077668,28112,697639,351917
2005-02-11,Indonesia,665787,340,369667,295780
2003-03-26,Argentina,919142,23320,765851,129971
2021-04-14,Thailand,713811,11031,644082,58698
2014-04-06,Bangladesh,1672608,47535,1476937,148136
2020-11-13,Italy,230374,1511,137405,91458
2018-07-02,France,1329977,13287,1142006,174684
2011-12-17,Saudi Arabia,785194,11274,401376,372544
2012-09-22,Brazil,1512102,8732,808008,695362
2020-07-21,Bangladesh,219100,5341,127304,86455
2009-04-23,India,794072,19177,542020,232875
2020-09-11,Spain,1403486,6358,1129295,267833
2011-11-09,Vietnam,216235,6012,152076,58147
2005-11-17,Bangladesh,952590,1214,882795,68581
2011-06-18,Thailand,537291,6320,281075,249896
2000-08-07,USA,1430272,42311,1218547,169414
2010-07-10,Cambodia,896627,14090,714189,168348
2022-10-24,Brazil,928564,1278,524616,402670
2001-05-04,India,927726,11133,486616,429977
2005-12-24,Italy,931466,25834,847547,58085
2011-06-25,Germany,1397479,24077,1020024,353378
2013-10-31,USA,573407,6401,405344,161662
2023-11-02,Japan,1753888,10423,1004737,738728
2024-06-09,Australia,331092,4543,236337,90212
2005-02-02,Malaysia,172452,581,129211,42660
2017-07-03,South Korea,114157,3107,89261,21789
2023-05-09,China,833068,20343,463151,349574
2022-04-10,South Africa,1263309,17499,1140668,105142
2018-09-03,South Korea,372324,6765,321536,44023
2006-07-31,China,824523,20121,443841,360561
2006-04-06,Japan,838894,11386,683148,144360
2009-05-27,Cambodia,126105,2912,83271,39922
2011-12-01,India,395347,470,280289,114588
2013-11-12,Turkey,223348,844,120384,102120
2000-03-27,Kenya,403276,2491,284065,116720
2002-05-31,South Africa,1943438,7610,1685321,250507
2022-08-17,Philippines,594829,13594,311336,269899
2014-12-25,UK,1306865,24062,1041208,241595
2000-12-17,South Africa,1809349,24795,1389421,395133
2016-04-22,South Korea,1838294,3611,1183770,650913
2005-10-01,Pakistan,6337,136,3340,2861
2018-02-26,Egypt,1081495,6820,766176,308499
2015-12-07,Egypt,1033018,4021,793777,235220
2004-02-03,Cambodia,1920059,9250,979940,930869
2003-09-17,Saudi Arabia,283723,2916,189956,90851
2016-11-27,Brazil,1623934,12871,1099708,511355
2024-05-20,Malaysia,95222,1108,70687,23427
2019-08-07,Malaysia,1032929,3019,737226,292684
2011-10-16,Turkey,599936,7661,480757,111518
2020-10-28,Germany,540954,10825,472500,57629
2017-11-30,Brazil,1742641,4192,1133854,604595
2015-08-14,Indonesia,632913,1158,573039,58716
2022-03-07,Argentina,117341,278,62904,54159
2008-03-11,Kenya,17180,164,9039,7977
2011-10-30,Mexico,1203705,6911,683206,513588
2019-10-13,South Africa,560159,1468,352683,206008
2019-08-03,Australia,1168940,34862,679218,454860
2005-01-02,Malaysia,1859563,38466,1375460,445637
2013-03-14,Malaysia,336819,6297,180162,150360
2021-12-27,Mexico,1592096,6134,1262298,323664
2004-11-29,Indonesia,1853067,54936,978894,819237
2011-01-07,Thailand,78397,213,60504,17680
2005-03-28,Canada,962943,3162,668888,290893
2021-04-22,Canada,1468493,21397,1228645,218451
2014-06-08,Pakistan,93586,786,84982,7818
2020-05-26,Canada,1039277,23316,925341,90620
2011-10-20,Italy,959576,5156,627860,326560
2005-03-05,Egypt,1863959,54577,1462787,346595
2004-05-29,Malaysia,1210097,16692,872518,320887
2002-10-09,Thailand,1869252,577,1047349,821326
2003-03-10,Saudi Arabia,1415521,29007,1203158,183356
2024-08-14,Cambodia,760811,19687,484804,256320
2015-09-03,Bangladesh,912181,16195,505520,390466
2008-12-08,Malaysia,317564,4306,191425,121833
2008-11-15,Canada,258802,4018,151840,102944
2006-02-13,Brazil,1642264,17002,926593,698669
2024-06-03,Bangladesh,1775083,16172,1657965,100946
2021-05-01,UK,1331984,6801,1260903,64280
2018-03-15,China,1761536,35526,1389409,336601
2017-01-04,Argentina,1690088,11889,1342628,335571
2003-08-03,UK,1736481,43180,953106,740195
2004-05-18,Kenya,1658074,23259,1082481,552334
2007-05-30,Bangladesh,1725907,39059,1297683,389165
2005-01-01,Mexico,797945,2555,626973,168417
2015-08-07,Argentina,1124392,27322,615202,481868
2016-01-30,Turkey,813900,20649,521260,271991
2011-05-18,France,1219255,35032,749815,434408
2016-03-11,South Korea,1782483,51645,1580794,150044
2022-08-05,Russia,1409249,29724,768427,611098
2001-10-16,Canada,10355,79,8037,2239
2022-10-12,Philippines,1854464,15066,1309525,529873
2013-01-21,Australia,1101987,27863,664045,410079
2014-09-03,Thailand,1466594,26521,891990,548083
2021-07-03,Canada,159822,2821,80870,76131
2007-04-23,Indonesia,202259,4684,122200,75375
2021-07-22,UK,1406023,23459,1223939,158625
2005-06-28,Brazil,1685217,21489,1509452,154276
2005-06-12,Japan,298487,7434,207600,83453
2013-03-10,USA,374687,3889,229450,141348
2003-08-15,Vietnam,1060819,16753,702856,341210
2017-02-28,Malaysia,1909539,10533,1424053,474953
2014-11-29,France,1590846,20553,1490774,79519
2009-06-15,Canada,1411085,23151,807963,579971
2008-11-08,Italy,173310,276,116657,56377
2007-01-15,Vietnam,1383554,20553,1021257,341744
2024-04-09,Kenya,879648,16389,574186,289073
2023-02-19,Turkey,915810,7293,701528,206989
2020-02-27,Australia,1779369,35263,1582599,161507
2000-06-03,Mexico,1863549,54893,1659057,149599
2005-01-11,Brazil,1774041,830,1255748,517463
2012-12-25,USA,1381817,29955,928515,423347
2004-02-09,Thailand,946448,8640,668637,269171
2017-07-25,Kenya,510104,13278,308634,188192
2010-12-11,UK,1705742,17060,1004436,684246
2003-01-06,Turkey,990028,26824,903746,59458
2020-08-18,Mexico,229265,4723,152103,72439
2020-12-07,Italy,933426,16853,478304,438269
2016-11-22,China,261485,3136,131204,127145
2010-05-22,Thailand,1644325,22016,1199012,423297
2019-03-29,India,56665,1090,51672,3903
2006-03-12,Germany,1256183,36245,777545,442393
2010-08-19,Vietnam,1996494,21971,1682430,292093
2000-08-03,Spain,725142,14855,484236,226051
2010-01-19,Germany,238081,4233,200811,33037
2012-07-26,Canada,1804879,1199,1547609,256071
2004-06-25,Australia,1636691,23496,1333146,280049
2005-10-19,Italy,56639,533,50794,5312
2019-05-27,USA,872955,1753,667878,203324
2022-09-22,Brazil,16193,425,9046,6722
2002-05-10,South Africa,1430769,7938,1196357,226474
2017-08-30,France,1737443,11725,1284406,441312
2020-03-09,USA,793515,6369,697394,89752
2022-05-18,Vietnam,1439750,37393,822524,579833
2021-07-20,Brazil,1543540,39216,1064234,440090
2000-07-31,Russia,1004849,22978,509744,472127
2011-10-23,UK,944687,19003,692201,233483
2022-05-20,Russia,808278,9738,610999,187541
2023-12-21,Mexico,676374,10417,521680,144277
2017-10-11,Canada,159553,2956,90391,66206
2014-04-16,Spain,1118322,18341,874910,225071
2003-12-15,Vietnam,1391047,8907,1211858,170282
2004-08-02,Germany,1472254,42146,947563,482545
2017-08-27,Australia,1812650,13439,1247002,552209
2002-12-22,South Korea,1878232,20849,1434673,422710
2013-04-20,Italy,1743107,46572,920589,775946
2008-05-31,Saudi Arabia,330060,3965,215166,110929
2024-06-11,Argentina,940311,9566,625168,305577
2022-09-18,Egypt,897418,25093,568148,304177
2008-01-13,Egypt,1393160,3416,1183725,206019
2022-04-15,Italy,756757,8643,535374,212740
2013-10-22,Egypt,1817677,17577,1276455,523645
2022-07-03,Indonesia,987227,8994,899177,79056
2006-11-27,Kenya,87367,922,65888,20557
2002-02-09,Malaysia,989465,27405,921350,40710
2010-04-10,France,345049,10085,310442,24522
2000-02-28,South Korea,275152,1964,138266,134922
2013-01-06,USA,1664082,1988,1261799,400295
2021-02-10,Saudi Arabia,1781511,5611,1188305,587595
2007-06-08,UK,1001835,21096,846928,133811
2011-01-13,USA,19397,70,14441,4886
2012-04-07,Kenya,1534848,41797,1418187,74864
2011-06-12,Philippines,1250838,11331,806781,432726
2008-08-30,Pakistan,246834,535,171933,74366
2012-09-20,South Africa,1483121,26029,965351,491741
2021-01-17,Malaysia,461634,2348,436521,22765
2015-07-23,Brazil,1305366,26403,831920,447043
2022-02-01,Germany,947599,7253,810185,130161
2015-01-18,Cambodia,1695150,49288,992968,652894
2003-01-19,Malaysia,1338091,37533,1168187,132371
2017-06-20,Brazil,1605586,8562,1172646,424378
2001-02-20,Cambodia,1734760,4596,1362653,367511
2005-03-23,Indonesia,1755569,44627,1419829,291113
2018-07-01,UK,1347469,39002,862128,446339
2021-06-11,Malaysia,585240,10002,483735,91503
2020-08-22,Bangladesh,1979110,47715,1632381,299014
2004-07-25,Egypt,1264904,10473,1017274,237157
2004-12-14,Vietnam,1412455,20115,1221546,170794
2019-10-22,Saudi Arabia,1547649,38917,1033786,474946
2001-07-03,Bangladesh,1394956,12025,1137271,245660
2004-10-24,France,1945738,19612,1836109,90017
2016-06-05,France,1622993,40006,1077265,505722
2012-04-26,Argentina,1018506,17775,963443,37288
2003-08-04,Egypt,1741785,24201,1177324,540260
2003-03-06,South Korea,1004696,29469,751374,223853
2008-12-06,Indonesia,1839653,18134,1334913,486606
2006-08-01,Cambodia,561423,4927,510146,46350
2007-01-29,Mexico,1725631,23781,1212543,489307
2001-08-16,Argentina,19680,383,17267,2030
2002-06-29,Bangladesh,1030637,28992,537590,464055
2012-04-17,South Korea,739443,2220,439138,298085
2002-02-24,China,1889572,15821,1696270,177481
2022-03-31,Malaysia,772232,8089,660383,103760
2014-11-28,Russia,1581658,33926,980407,567325
2002-01-30,China,1633112,6554,1289747,336811
2009-01-05,Cambodia,1551999,9540,1188843,353616
2004-06-13,India,1572941,10877,1342214,219850
2022-12-08,UK,654921,11567,524745,118609
2008-09-07,Australia,574886,3817,289916,281153
2013-11-30,Brazil,1548256,14515,1420436,113305
2018-03-12,Russia,1063284,2343,933448,127493
2020-08-14,Indonesia,1798378,36055,1185687,576636
2004-04-21,Argentina,1544734,34583,1355138,155013
2005-12-11,Malaysia,1045377,30025,803244,212108
2011-06-21,Kenya,1381506,15545,1165715,200246
2016-03-23,USA,644373,12159,485556,146658
2020-01-30,Cambodia,1011734,29563,896291,85880
2020-09-21,Brazil,1189135,10253,634780,544102
2017-02-04,Indonesia,1011922,29119,783840,198963
2006-04-24,Bangladesh,1763540,43312,1420743,299485
2008-12-06,Italy,98449,1166,53103,44180
2023-10-13,Mexico,1256836,35678,734590,486568
2016-09-04,Turkey,921969,15203,690803,215963
2023-05-24,USA,1999640,55592,1730196,213852
2006-12-01,Thailand,736487,12225,523327,200935
2008-04-04,Saudi Arabia,305692,6396,176390,122906
2016-06-22,USA,1988558,50055,1551231,387272
2018-07-23,Saudi Arabia,148553,2598,123505,22450
2021-01-10,Philippines,861078,13787,537916,309375
2001-05-05,Philippines,798954,16865,613608,168481
2004-02-27,Indonesia,190007,1473,142503,46031
2021-01-01,Egypt,1598387,6218,1102568,489601
2018-02-02,Cambodia,371394,10755,187047,173592
2015-05-24,China,616227,3091,364814,248322
2009-04-24,UK,640320,5778,530158,104384
2009-05-13,Spain,1320204,26386,996832,296986
2012-06-30,Vietnam,568876,13574,451599,103703
2011-10-03,Japan,215151,791,188183,26177
2022-05-19,Australia,1555459,15453,810160,729846
2007-04-25,Cambodia,931692,13901,543254,374537
2013-09-09,Australia,528056,9121,267820,251115
2018-09-17,Philippines,1732727,45372,1219537,467818
2015-08-20,Japan,660184,16936,395575,247673
2014-04-19,Cambodia,501125,930,403261,96934
2007-12-20,Kenya,368018,4463,292973,70582
2024-04-17,Egypt,718471,13922,362406,342143
2021-12-27,Saudi Arabia,1490710,3212,1373645,113853
2012-09-03,France,816680,15721,583160,217799
2017-05-25,Argentina,946074,23480,561126,361468
2015-10-18,Malaysia,1508790,15221,1002501,491068
2018-07-27,Turkey,622172,13313,547795,61064
2013-06-16,South Africa,1515428,23930,1160942,330556
2000-12-17,Argentina,378793,5970,239961,132862
2008-05-30,Turkey,1405788,37797,745460,622531
2021-02-07,Cambodia,1593891,20871,1061957,511063
2021-11-07,France,1390850,37744,846329,506777
2000-03-10,Argentina,210286,4178,171323,34785
2019-06-28,Germany,423487,9228,322081,92178
2007-01-19,South Korea,71577,558,60838,10181
2021-10-18,Kenya,1993056,2441,1853235,137380
2016-09-13,Australia,1867060,22715,1420596,423749
2002-12-11,Japan,176614,2792,138334,35488
2014-10-28,Bangladesh,1463534,20489,1049613,393432
2001-09-05,Canada,1534853,5893,1408100,120860
2012-11-23,Japan,322060,5111,283855,33094
2009-04-05,Canada,320158,6729,193649,119780
2007-02-26,Indonesia,1355347,15583,1076210,263554
2007-06-10,Japan,164666,3309,99341,62016
2017-08-16,Indonesia,459163,8709,271908,178546
2022-05-14,Vietnam,376714,9641,216400,150673
2002-05-24,China,1499168,42712,1001804,454652
2011-03-04,Vietnam,956879,28520,820752,107607
2010-07-06,India,1086778,22833,914693,149252
2011-08-31,China,1883123,25524,1764155,93444
2024-03-02,Philippines,921851,20669,805032,96150
2007-08-10,Philippines,393826,4498,312913,76415
2011-06-29,Saudi Arabia,785790,478,498621,286691
2016-07-15,Kenya,1424761,20072,1055462,349227
2020-08-08,Pakistan,630793,14341,404232,212220
2010-01-31,Japan,1105633,13757,833073,258803
2016-08-20,Saudi Arabia,69979,1165,62045,6769
2006-07-08,Mexico,481281,3614,291300,186367
2016-01-29,South Africa,57653,1713,32328,23612
2014-01-02,Italy,1173371,24960,940384,208027
2013-12-10,India,741586,2145,619605,119836
2007-02-14,Germany,1857904,21673,1236786,599445
2002-08-23,Pakistan,1618462,20730,939541,658191
2015-07-04,USA,1016801,10817,818734,187250
2016-04-14,Bangladesh,947404,13301,749807,184296
2006-12-09,Saudi Arabia,1327892,28349,672547,626996
2012-10-27,Germany,995649,25825,766778,203046
2007-09-14,Cambodia,1979838,3274,1701786,274778
2000-07-14,India,477127,9250,333505,134372
2011-03-27,South Korea,1291356,8246,827674,455436
2016-09-15,Saudi Arabia,100059,1249,69600,29210
2004-08-22,USA,152911,1495,80152,71264
2006-07-13,Spain,1004138,11089,806073,186976
2009-06-27,Argentina,584814,3541,517265,64008
2009-07-14,Brazil,676553,7381,393403,275769
2011-07-06,Thailand,737835,13540,683693,40602
2007-04-05,China,677869,10790,366620,300459
2006-07-12,Argentina,1048302,29846,563058,455398
2013-05-23,Italy,1747114,18746,1062280,666088
2020-10-15,Spain,449274,3533,354475,91266
2016-12-06,Canada,1331592,18354,1224249,88989
2004-08-02,Russia,878949,4969,632908,241072
2015-09-01,Canada,638530,11754,437765,189011
2004-05-28,Kenya,1713353,23026,1002912,687415
2021-06-18,UK,1483168,16750,896350,570068
2000-03-19,China,940332,22385,855361,62586
2014-04-11,Philippines,422179,9517,373330,39332
2013-07-13,France,706723,19237,554961,132525
2015-09-11,Cambodia,1835913,49593,1251951,534369
2010-12-05,Germany,609820,6930,424364,178526
2000-01-26,Bangladesh,412718,6036,390260,16422
2010-07-01,Thailand,998405,21476,700899,276030
2004-03-16,China,1304578,7096,1151234,146248
2007-01-02,Brazil,1130365,32719,786918,310728
2009-11-14,Spain,1287445,7839,932452,347154
2009-11-01,Egypt,314323,849,174159,139315
2006-03-26,Brazil,1090587,9028,646746,434813
2004-04-25,Kenya,650331,3692,410767,235872
2008-02-02,China,1534310,23571,1246806,263933
2002-11-04,South Africa,431956,10566,386627,34763
2002-02-01,USA,1524952,9757,1044488,470707
2006-02-04,Spain,284428,1129,252027,31272
2024-02-13,Philippines,686903,14289,412151,260463
2004-09-11,Indonesia,1392724,31595,1313530,47599
2011-09-15,Italy,1716323,4992,1189744,521587
2004-04-27,Germany,574446,15743,494688,64015
2022-10-04,Indonesia,163104,470,107938,54696
2003-04-03,USA,616534,11365,380896,224273
2000-03-18,South Korea,1518709,31151,979495,508063
2010-03-29,Spain,217259,3779,173401,40079
2015-01-19,UK,142804,2036,93341,47427
2023-06-14,Bangladesh,1134772,33862,726153,374757
2007-06-03,Australia,824163,15160,507448,301555
2008-01-30,Pakistan,899129,21722,846499,30908
2023-10-30,Canada,1245141,14718,1105598,124825
2002-08-06,Vietnam,399281,8638,336628,54015
2023-01-28,Bangladesh,748301,22330,675034,50937
2004-04-11,Japan,1548794,36689,974287,537818
2016-04-29,Thailand,1897676,35907,1728601,133168
2019-02-16,Spain,1129185,24310,989426,115449
2006-09-09,South Africa,482691,5546,434434,42711
2014-05-10,Mexico,1425527,25247,1329850,70430
2014-03-29,Italy,1454541,41910,1265784,146847
2008-11-15,South Africa,913298,9476,651100,252722
2012-11-25,China,1857643,35453,1373461,448729
2011-07-11,South Korea,1372696,18152,1143140,211404
2023-11-16,France,1069357,5311,942293,121753
2005-04-10,Bangladesh,1983178,45507,1571192,366479
2020-07-31,Mexico,558484,8553,402094,147837
2014-10-09,Japan,1327291,7011,859280,461000
2017-07-09,Italy,103102,1659,71012,30431
2004-09-29,Turkey,791925,19782,408688,363455
2008-01-12,Brazil,17556,229,9385,7942
2018-10-07,Australia,1660681,36575,1156324,467782
2004-07-04,Indonesia,101772,1591,96628,3553
2015-10-08,Egypt,1804955,41639,1144920,618396
2011-10-03,Spain,735723,472,389647,345604
2010-07-18,UK,1955426,15162,1200042,740222
2012-05-03,Canada,1305015,28772,1191018,85225
2008-04-15,Bangladesh,1728949,608,1035675,692666
2005-08-12,USA,198162,5531,104840,87791
2014-04-07,UK,1869322,23952,1688123,157247
2018-12-12,Argentina,1332204,28159,690512,613533
2001-10-31,Argentina,1539406,35158,1202595,301653
2016-11-18,Canada,802568,4052,457723,340793
2008-12-14,Bangladesh,73907,1494,53157,19256
2015-10-11,Thailand,816068,1479,474779,339810
2011-09-06,Cambodia,1309315,5542,954244,349529
2008-05-07,Italy,146855,2382,120797,23676
2007-04-16,Australia,1773053,543,1548388,224122
2007-12-01,Malaysia,1517424,16181,1077094,424149
2010-07-29,Germany,691412,8094,403468,279850
2018-02-23,Philippines,1153857,22745,1007106,124006
2013-02-22,Saudi Arabia,586908,11306,449379,126223
2004-08-04,France,86008,1635,69937,14436
2010-11-28,Japan,1428394,9388,1135205,283801
2016-11-07,Malaysia,160950,4606,119891,36453
2015-09-13,Spain,1322863,3153,751221,568489
2010-04-17,Canada,1322449,32962,1115614,173873
2020-10-17,Bangladesh,855402,20992,774875,59535
2015-11-08,UK,274542,4629,181403,88510
2007-10-14,Vietnam,1447738,14844,1309450,123444
2016-08-04,Argentina,1679871,23608,1518496,137767
2018-07-24,Argentina,272323,519,203900,67904
2018-07-18,Canada,1357195,8318,781971,566906
2011-08-10,Japan,80031,2038,64066,13927
2008-02-29,South Africa,1687305,44280,1370810,272215
2012-11-23,Egypt,1623692,12619,944605,666468
2004-08-09,Pakistan,1358391,33370,968315,356706
2024-07-19,Australia,49620,550,46023,3047
2021-09-05,Philippines,468940,13201,386505,69234
2020-07-19,Cambodia,1776108,14869,1118223,643016
2020-01-15,Turkey,412374,5350,253426,153598
2004-08-23,Kenya,1722182,28938,978648,714596
2016-10-19,Spain,480549,9263,283308,187978
2023-12-10,Argentina,1056369,17480,709491,329398
2017-09-01,Thailand,435668,6836,263955,164877
2019-06-10,Thailand,1644289,27652,944277,672360
2001-10-22,Pakistan,1604527,43915,889093,671519
2003-10-09,Cambodia,630731,4427,338083,288221
2016-11-06,Malaysia,1127447,24718,1001620,101109
2016-08-25,Russia,300245,6424,280754,13067
2007-04-12,Spain,910205,9590,609383,291232
